solucao;arquivos_txt;chars_total;chars_por_arquivo;tokens_total;tam_medio_token;taxa_dicionario;taxa_lixo;taxa_token_1char;arquivos_quase_vazios;dicionario_nativo;lixo_nativo;dicionario_ocr;lixo_ocr;defasagem_ocr;pdfs_entrada;arquivos_faltando;cobertura_arquivos;paginas_entrada;cobertura_paginas;chars_por_pagina;pags_nativo;pags_ocr;pags_vazia;pags_ocr_falhou;pags_pendente;fracao_ocr;ancora_enderecamento;ancora_cita_artigo;ancora_cita_lei;ancora_constituicao;ancora_pedido;segundos_cpu;seg_por_pagina
jurismatch;102;7811940;76588;1354462;5.26;0.8681;0.0062;0.1201;0;0.8661;0.0071;0.8708;0.005;-0.0047;102;0;1.0;4536;1.0;1722;2630;1902;4;0;0;0.4193;0.9706;0.9608;0.9314;0.9706;0.9314;7404.6;1.632
